00:26:10 Reset everything (world change)
00:26:19 Reset everything (world change)
00:26:19 Reset everything (world change)
00:26:19 Reset everything (world change)
00:26:20 Reset everything (world change)
00:26:20 Reset everything (world change)
00:28:00 Reset everything (world change)
00:28:00 Reset everything (world change)
00:28:00 Reset everything (world change)
00:38:29 Reset everything (world change)
01:02:16 Reset everything (world change)
01:02:17 Reset everything (world change)
01:02:17 Reset everything (world change)
01:03:16 Reset everything (world change)
01:03:16 Reset everything (world change)
01:03:17 Reset everything (world change)
01:03:17 Reset everything (world change)
01:03:17 Reset everything (world change)
01:03:42 Reset everything (world change)
01:03:42 Reset everything (world change)
01:03:42 Reset everything (world change)
01:04:07 Added Nukekubi skulls at LorenzVec(x=-578.15625, y=56.5, z=-354.9375)
01:22:08 Added Nukekubi skulls at LorenzVec(x=-587.75, y=56.03125, z=-207.59375)
01:22:08 Removed sitting beacon LorenzVec(x=-586.0, y=54.0, z=-217.0)
01:22:11 Added enderman with beacon at LorenzVec(x=-587.75, y=55.09375, z=-207.59375)
01:22:13 Added flying beacons at LorenzVec(x=-588.625, y=54.5, z=-208.0625)
01:22:14 Replaced flying beacon with sitting beacon at LorenzVec(x=-592.0, y=55.0, z=-217.0)
01:22:14 Added Nukekubi skulls at LorenzVec(x=-589.34375, y=55.9375, z=-209.3125)
01:22:15 Removed sitting beacon LorenzVec(x=-592.0, y=55.0, z=-217.0)
01:22:19 Added enderman with beacon at LorenzVec(x=-595.5787037037037, y=54.90625, z=-213.67708333333331)
01:22:20 Added Nukekubi skulls at LorenzVec(x=-596.5, y=55.9375, z=-214.8125)
01:22:21 Added flying beacons at LorenzVec(x=-596.7395833333334, y=54.760416666666664, z=-216.92708333333334)
01:23:02 Added Nukekubi skulls at LorenzVec(x=-521.03125, y=39.875, z=-302.59375)
01:23:26 Added Nukekubi skulls at LorenzVec(x=-515.9375, y=40.125, z=-301.6875)
01:25:25 Added enderman with beacon at LorenzVec(x=-587.9375, y=53.40625, z=-225.0)
01:25:26 Added flying beacons at LorenzVec(x=-589.0208333333333, y=53.4375, z=-225.58333333333331)
01:25:27 Replaced flying beacon with sitting beacon at LorenzVec(x=-590.0, y=55.0, z=-216.0)
01:25:27 Added flying beacons at LorenzVec(x=-589.4236111111111, y=54.4375, z=-217.1111111111111)
01:25:28 Removed sitting beacon LorenzVec(x=-590.0, y=55.0, z=-216.0)
01:25:34 Added enderman with beacon at LorenzVec(x=-589.5138888888889, y=53.84375, z=-226.58680555555557)
01:25:34 Added flying beacons at LorenzVec(x=-589.0, y=52.5, z=-227.21875)
01:25:35 Replaced flying beacon with sitting beacon at LorenzVec(x=-596.0, y=55.0, z=-218.0)
01:25:37 Removed sitting beacon LorenzVec(x=-596.0, y=55.0, z=-218.0)
01:25:48 Added Nukekubi skulls at LorenzVec(x=-588.375, y=55.875, z=-221.375)
01:25:52 Added Nukekubi skulls at LorenzVec(x=-592.125, y=54.9375, z=-224.84375)
01:27:13 Added Nukekubi skulls at LorenzVec(x=-513.375, y=38.9375, z=-283.90625)
01:27:19 Added Nukekubi skulls at LorenzVec(x=-516.6770833333333, y=39.07291666666667, z=-281.42708333333337)
01:27:31 Added Nukekubi skulls at LorenzVec(x=-511.59375, y=38.9375, z=-275.21875)
01:27:49 Added Nukekubi skulls at LorenzVec(x=-510.96875, y=39.9375, z=-301.15625)
01:27:56 Added Nukekubi skulls at LorenzVec(x=-509.01102632982776, y=41.77231462429508, z=-295.3784007773205)
01:28:09 Added enderman with beacon at LorenzVec(x=-590.4710648148148, y=54.90625, z=-212.61921296296296)
01:28:12 Added flying beacons at LorenzVec(x=-592.59375, y=55.14583333333333, z=-213.33333333333331)
01:28:12 Replaced flying beacon with sitting beacon at LorenzVec(x=-587.0, y=55.0, z=-207.0)
01:28:14 Removed sitting beacon LorenzVec(x=-587.0, y=55.0, z=-207.0)
01:28:18 Added enderman with beacon at LorenzVec(x=-592.3125, y=55.09375, z=-213.0)
01:28:20 Added flying beacons at LorenzVec(x=-591.375, y=54.5, z=-212.625)
01:28:21 Replaced flying beacon with sitting beacon at LorenzVec(x=-594.0, y=55.0, z=-205.0)
01:28:21 Removed sitting beacon LorenzVec(x=-594.0, y=55.0, z=-205.0)
01:28:26 Added enderman with beacon at LorenzVec(x=-593.1145833333334, y=54.90625, z=-211.48958333333334)
01:28:34 Added Nukekubi skulls at LorenzVec(x=-594.96875, y=55.9375, z=-217.03125)
01:28:38 Added flying beacons at LorenzVec(x=-590.9444444444443, y=55.576388888888886, z=-211.625)
01:28:39 Replaced flying beacon with sitting beacon at LorenzVec(x=-600.0, y=55.0, z=-214.0)
01:28:41 Added Nukekubi skulls at LorenzVec(x=-589.9375, y=56.03125, z=-211.375)
01:28:41 Removed sitting beacon LorenzVec(x=-600.0, y=55.0, z=-214.0)
01:28:44 Added enderman with beacon at LorenzVec(x=-589.90625, y=55.09375, z=-211.375)
01:28:46 Added flying beacons at LorenzVec(x=-590.6875, y=54.5, z=-210.75)
01:28:47 Added Nukekubi skulls at LorenzVec(x=-590.71875, y=55.9375, z=-210.71875)
01:28:47 Replaced flying beacon with sitting beacon at LorenzVec(x=-595.0, y=55.0, z=-221.0)
01:28:49 Removed sitting beacon LorenzVec(x=-595.0, y=55.0, z=-221.0)
01:28:52 Added enderman with beacon at LorenzVec(x=-595.4375, y=54.90625, z=-215.96875)
01:28:53 Added Nukekubi skulls at LorenzVec(x=-593.75, y=55.9375, z=-215.40625)
01:34:10 Added enderman with beacon at LorenzVec(x=-589.9876543209876, y=54.90625, z=-208.56404320987653)
01:34:13 Added flying beacons at LorenzVec(x=-590.8125, y=54.5625, z=-213.125)
01:34:19 Added enderman with beacon at LorenzVec(x=-590.09375, y=55.15625, z=-212.4375)
01:34:21 Added flying beacons at LorenzVec(x=-594.34375, y=55.635416666666664, z=-211.04166666666666)
01:34:21 Replaced flying beacon with sitting beacon at LorenzVec(x=-602.0, y=55.0, z=-211.0)
01:34:23 Removed sitting beacon LorenzVec(x=-602.0, y=55.0, z=-211.0)
01:34:27 Added enderman with beacon at LorenzVec(x=-591.59375, y=55.0, z=-213.84375)
01:34:37 Added Nukekubi skulls at LorenzVec(x=-587.9375, y=55.9375, z=-209.625)
01:34:43 Added Nukekubi skulls at LorenzVec(x=-593.5, y=56.03125, z=-216.34375)
01:34:46 Added enderman with beacon at LorenzVec(x=-593.46875, y=55.09375, z=-216.34375)
01:34:49 Added flying beacons at LorenzVec(x=-592.6875, y=54.5, z=-216.96875)
01:34:49 Replaced flying beacon with sitting beacon at LorenzVec(x=-599.0, y=55.0, z=-210.0)
01:34:49 Added Nukekubi skulls at LorenzVec(x=-593.46875, y=56.03125, z=-216.34375)
01:34:52 Removed sitting beacon LorenzVec(x=-599.0, y=55.0, z=-210.0)
01:34:55 Added enderman with beacon at LorenzVec(x=-589.2604166666666, y=55.302083333333336, z=-206.4375)
01:34:55 Added Nukekubi skulls at LorenzVec(x=-590.65625, y=55.9375, z=-204.21875)
01:34:57 Added flying beacons at LorenzVec(x=-592.5833333333334, y=54.78125, z=-202.48958333333334)
01:34:57 Replaced flying beacon with sitting beacon at LorenzVec(x=-601.0, y=55.0, z=-201.0)
01:34:59 Removed sitting beacon LorenzVec(x=-601.0, y=55.0, z=-201.0)
01:40:15 Added Nukekubi skulls at LorenzVec(x=-555.46875, y=41.84375, z=-306.09375)
01:40:18 Added Nukekubi skulls at LorenzVec(x=-574.0372513717422, y=42.92695473251029, z=-306.42828360768175)
01:42:35 Added enderman with beacon at LorenzVec(x=-591.1269290123457, y=55.0, z=-205.39583333333331)
01:42:38 Added flying beacons at LorenzVec(x=-591.2604166666666, y=54.760416666666664, z=-202.21875)
01:42:38 Replaced flying beacon with sitting beacon at LorenzVec(x=-600.0, y=55.0, z=-207.0)
01:42:41 Removed sitting beacon LorenzVec(x=-600.0, y=55.0, z=-207.0)
01:42:44 Added enderman with beacon at LorenzVec(x=-590.15625, y=55.09375, z=-202.625)
01:42:46 Added flying beacons at LorenzVec(x=-591.15625, y=54.5, z=-202.71875)
01:42:46 Replaced flying beacon with sitting beacon at LorenzVec(x=-594.0, y=57.0, z=-196.0)
01:42:48 Removed sitting beacon LorenzVec(x=-594.0, y=57.0, z=-196.0)
01:42:52 Added enderman with beacon at LorenzVec(x=-596.9965277777778, y=54.90625, z=-198.75)
01:43:04 Added Nukekubi skulls at LorenzVec(x=-592.78125, y=55.9375, z=-205.4375)
01:43:08 Added flying beacons at LorenzVec(x=-594.8229166666667, y=55.576388888888886, z=-203.8298611111111)
01:43:09 Replaced flying beacon with sitting beacon at LorenzVec(x=-603.0, y=55.0, z=-201.0)
01:43:09 Removed sitting beacon LorenzVec(x=-603.0, y=55.0, z=-201.0)
01:43:10 Added Nukekubi skulls at LorenzVec(x=-591.625, y=56.03125, z=-205.0)
01:43:14 Added enderman with beacon at LorenzVec(x=-591.59375, y=55.09375, z=-205.0)
01:43:16 Added flying beacons at LorenzVec(x=-592.4375, y=54.5, z=-204.4375)
01:43:16 Added Nukekubi skulls at LorenzVec(x=-591.625, y=56.03125, z=-205.0)
01:43:17 Replaced flying beacon with sitting beacon at LorenzVec(x=-583.0, y=55.0, z=-208.0)
01:43:18 Removed sitting beacon LorenzVec(x=-583.0, y=55.0, z=-208.0)
01:43:22 Added enderman with beacon at LorenzVec(x=-590.869212962963, y=55.0, z=-202.81481481481484)
01:43:23 Added Nukekubi skulls at LorenzVec(x=-592.46875, y=55.9375, z=-201.71875)
01:43:24 Added flying beacons at LorenzVec(x=-593.46875, y=55.84375, z=-201.375)
01:45:05 Added Nukekubi skulls at LorenzVec(x=-561.21875, y=42.03125, z=-306.0)
01:47:11 Reset everything (world change)
01:47:11 Reset everything (world change)
01:47:11 Reset everything (world change)
01:47:12 Reset everything (world change)
01:47:12 Reset everything (world change)
01:47:21 Reset everything (world change)
01:47:21 Reset everything (world change)
01:47:21 Reset everything (world change)
01:49:23 Added Nukekubi skulls at LorenzVec(x=-596.34375, y=56.03125, z=-203.1875)
01:50:28 Added enderman with beacon at LorenzVec(x=-589.3125, y=55.0, z=-204.84375)
01:50:42 Added Nukekubi skulls at LorenzVec(x=-590.75, y=56.03125, z=-203.125)
01:51:47 Added Nukekubi skulls at LorenzVec(x=-589.625, y=55.9375, z=-206.40625)
01:52:54 Added Nukekubi skulls at LorenzVec(x=-594.34375, y=56.03125, z=-204.90625)
01:53:07 Added enderman with beacon at LorenzVec(x=-591.1354166666666, y=55.21875, z=-208.83333333333334)
01:53:10 Added flying beacons at LorenzVec(x=-595.1875, y=55.604166666666664, z=-215.08333333333334)
01:53:10 Replaced flying beacon with sitting beacon at LorenzVec(x=-604.0, y=55.0, z=-217.0)
01:53:12 Removed sitting beacon LorenzVec(x=-604.0, y=55.0, z=-217.0)
01:53:15 Added enderman with beacon at LorenzVec(x=-594.625, y=55.09375, z=-216.96875)
01:53:18 Added flying beacons at LorenzVec(x=-595.28125, y=54.5, z=-216.21875)
01:53:18 Replaced flying beacon with sitting beacon at LorenzVec(x=-597.0, y=55.0, z=-227.0)
01:53:18 Added flying beacons at LorenzVec(x=-596.3958333333333, y=54.60416666666667, z=-225.39583333333331)
01:53:19 Removed sitting beacon LorenzVec(x=-597.0, y=55.0, z=-227.0)
01:53:24 Added enderman with beacon at LorenzVec(x=-595.0826379362902, y=54.90625, z=-218.52359110653865)
01:53:35 Added Nukekubi skulls at LorenzVec(x=-598.9375, y=55.9375, z=-217.0625)
01:53:39 Added flying beacons at LorenzVec(x=-595.3854166666667, y=56.06944444444444, z=-217.9513888888889)
01:53:39 Replaced flying beacon with sitting beacon at LorenzVec(x=-604.0, y=57.0, z=-219.0)
01:53:41 Removed sitting beacon LorenzVec(x=-604.0, y=57.0, z=-219.0)
01:53:41 Added Nukekubi skulls at LorenzVec(x=-593.75, y=56.03125, z=-218.6875)
01:53:45 Added enderman with beacon at LorenzVec(x=-593.71875, y=55.09375, z=-218.6875)
01:53:47 Added flying beacons at LorenzVec(x=-598.375, y=55.59375, z=-216.09375)
01:53:48 Replaced flying beacon with sitting beacon at LorenzVec(x=-594.0, y=55.0, z=-211.0)
01:53:48 Added Nukekubi skulls at LorenzVec(x=-600.90625, y=55.9375, z=-216.6875)
01:53:49 Removed sitting beacon LorenzVec(x=-594.0, y=55.0, z=-211.0)
01:55:13 Added Nukekubi skulls at LorenzVec(x=-592.5, y=55.9375, z=-206.875)
01:59:12 Added enderman with beacon at LorenzVec(x=-593.0729166666666, y=55.3125, z=-210.77083333333334)
01:59:15 Added flying beacons at LorenzVec(x=-591.5208333333334, y=55.604166666666664, z=-207.71875)
01:59:20 Added enderman with beacon at LorenzVec(x=-589.375, y=55.09375, z=-210.28125)
01:59:23 Added flying beacons at LorenzVec(x=-589.65625, y=54.5, z=-209.3125)
01:59:23 Replaced flying beacon with sitting beacon at LorenzVec(x=-591.0, y=55.0, z=-202.0)
01:59:26 Removed sitting beacon LorenzVec(x=-591.0, y=55.0, z=-202.0)
01:59:29 Added enderman with beacon at LorenzVec(x=-598.71875, y=54.90625, z=-202.71875)
01:59:31 Added flying beacons at LorenzVec(x=-602.875, y=54.875, z=-201.25)
01:59:31 Replaced flying beacon with sitting beacon at LorenzVec(x=-610.0, y=55.0, z=-205.0)
01:59:34 Removed sitting beacon LorenzVec(x=-610.0, y=55.0, z=-205.0)
01:59:43 Added Nukekubi skulls at LorenzVec(x=-588.9375, y=56.0625, z=-204.03125)
01:59:44 Added enderman with beacon at LorenzVec(x=-588.9375, y=55.125, z=-204.03125)
01:59:47 Added flying beacons at LorenzVec(x=-590.125, y=54.708333333333336, z=-205.53125)
01:59:47 Replaced flying beacon with sitting beacon at LorenzVec(x=-587.0, y=54.0, z=-216.0)
01:59:49 Added Nukekubi skulls at LorenzVec(x=-589.5625, y=55.9375, z=-209.1875)
01:59:49 Removed sitting beacon LorenzVec(x=-587.0, y=54.0, z=-216.0)
01:59:52 Added enderman with beacon at LorenzVec(x=-587.46875, y=54.34027777777778, z=-214.97222222222223)
01:59:54 Added enderman with beacon at LorenzVec(x=-591.1770833333333, y=55.0, z=-212.3125)
01:59:55 Added Nukekubi skulls at LorenzVec(x=-590.40625, y=56.03125, z=-212.6875)
02:00:01 Added Nukekubi skulls at LorenzVec(x=-574.7939814814815, y=12.827546296296296, z=-343.79976851851853)
02:00:14 Added Nukekubi skulls at LorenzVec(x=-591.40625, y=56.03125, z=-204.8125)
02:04:06 Added enderman with beacon at LorenzVec(x=-589.3483796296297, y=55.041666666666664, z=-211.6747685185185)
02:04:08 Added flying beacons at LorenzVec(x=-591.15625, y=54.5, z=-210.75)
02:04:09 Replaced flying beacon with sitting beacon at LorenzVec(x=-598.0, y=55.0, z=-218.0)
02:04:10 Removed sitting beacon LorenzVec(x=-598.0, y=55.0, z=-218.0)
02:04:14 Added enderman with beacon at LorenzVec(x=-591.75, y=55.09375, z=-209.9375)
02:04:17 Added flying beacons at LorenzVec(x=-589.7465277777778, y=55.375, z=-210.84722222222223)
02:04:17 Replaced flying beacon with sitting beacon at LorenzVec(x=-582.0, y=54.0, z=-210.0)
02:04:19 Removed sitting beacon LorenzVec(x=-582.0, y=54.0, z=-210.0)
02:04:22 Added enderman with beacon at LorenzVec(x=-586.1666666666667, y=55.0, z=-209.48958333333331)
02:04:32 Added Nukekubi skulls at LorenzVec(x=-589.5, y=56.0, z=-208.0)
02:04:35 Added flying beacons at LorenzVec(x=-594.7604166666666, y=54.75, z=-215.60416666666666)
02:04:36 Replaced flying beacon with sitting beacon at LorenzVec(x=-587.0, y=55.0, z=-211.0)
02:04:36 Added flying beacons at LorenzVec(x=-588.1840277777778, y=54.84027777777778, z=-211.54166666666666)
02:04:38 Removed sitting beacon LorenzVec(x=-587.0, y=55.0, z=-211.0)
02:04:38 Added Nukekubi skulls at LorenzVec(x=-594.71875, y=56.03125, z=-215.40625)
02:04:41 Added enderman with beacon at LorenzVec(x=-594.71875, y=55.09375, z=-215.40625)
02:04:43 Added flying beacons at LorenzVec(x=-594.0625, y=54.5, z=-214.65625)
02:04:44 Replaced flying beacon with sitting beacon at LorenzVec(x=-587.0, y=55.0, z=-210.0)
02:04:44 Removed sitting beacon LorenzVec(x=-587.0, y=55.0, z=-210.0)
02:04:44 Added Nukekubi skulls at LorenzVec(x=-593.4444444444445, y=56.21527777777778, z=-214.28125)
02:04:49 Added enderman with beacon at LorenzVec(x=-586.4895833333334, y=55.0, z=-206.86458333333334)
02:04:50 Added Nukekubi skulls at LorenzVec(x=-584.1875, y=55.9375, z=-207.40625)
02:07:45 Added Nukekubi skulls at LorenzVec(x=-567.5625, y=42.09375, z=-300.5)
02:07:51 Added Nukekubi skulls at LorenzVec(x=-567.5625, y=42.09375, z=-300.5)
02:10:13 Added Nukekubi skulls at LorenzVec(x=-562.875, y=46.9375, z=-298.125)
02:12:46 Added Nukekubi skulls at LorenzVec(x=-564.8050316262766, y=48.20845875882742, z=-297.7679326703246)
02:15:57 Added enderman with beacon at LorenzVec(x=-591.15625, y=54.90625, z=-213.71875)
02:16:00 Added flying beacons at LorenzVec(x=-589.3541666666667, y=55.72916666666667, z=-209.61458333333331)
02:16:00 Replaced flying beacon with sitting beacon at LorenzVec(x=-593.0, y=55.0, z=-216.0)
02:16:00 Added flying beacons at LorenzVec(x=-592.0, y=54.6875, z=-214.53125)
02:16:02 Removed sitting beacon LorenzVec(x=-593.0, y=55.0, z=-216.0)
02:16:06 Added enderman with beacon at LorenzVec(x=-588.34375, y=55.09375, z=-207.71875)
02:16:08 Added flying beacons at LorenzVec(x=-589.21875, y=54.5, z=-208.21875)
02:16:08 Replaced flying beacon with sitting beacon at LorenzVec(x=-582.0, y=54.0, z=-213.0)
02:16:11 Removed sitting beacon LorenzVec(x=-582.0, y=54.0, z=-213.0)
02:16:14 Added enderman with beacon at LorenzVec(x=-587.375, y=54.90625, z=-205.5590277777778)
02:16:24 Added Nukekubi skulls at LorenzVec(x=-591.53125, y=55.9375, z=-210.03125)
02:16:27 Added flying beacons at LorenzVec(x=-596.9270833333333, y=55.10416666666667, z=-216.27083333333331)
02:16:28 Replaced flying beacon with sitting beacon at LorenzVec(x=-605.0, y=55.0, z=-210.0)
02:16:30 Removed sitting beacon LorenzVec(x=-605.0, y=55.0, z=-210.0)
02:16:30 Added Nukekubi skulls at LorenzVec(x=-596.8125, y=56.03125, z=-217.0625)
02:16:33 Added enderman with beacon at LorenzVec(x=-596.8125, y=55.09375, z=-217.09375)
02:16:35 Added flying beacons at LorenzVec(x=-597.78125, y=54.5, z=-216.9375)
02:16:36 Replaced flying beacon with sitting beacon at LorenzVec(x=-605.0, y=55.0, z=-215.0)
02:16:36 Added Nukekubi skulls at LorenzVec(x=-596.375, y=55.9375, z=-217.125)
02:16:38 Removed sitting beacon LorenzVec(x=-605.0, y=55.0, z=-215.0)
02:20:58 Added enderman with beacon at LorenzVec(x=-589.2199074074074, y=54.90625, z=-209.01929012345678)
02:21:01 Added flying beacons at LorenzVec(x=-589.34375, y=54.739583333333336, z=-213.79166666666666)
02:21:01 Replaced flying beacon with sitting beacon at LorenzVec(x=-597.0, y=55.0, z=-222.0)
02:21:03 Removed sitting beacon LorenzVec(x=-597.0, y=55.0, z=-222.0)
02:21:07 Added enderman with beacon at LorenzVec(x=-589.53125, y=55.09375, z=-213.75)
02:21:09 Added flying beacons at LorenzVec(x=-590.5, y=54.5, z=-214.03125)
02:21:09 Replaced flying beacon with sitting beacon at LorenzVec(x=-589.0, y=55.0, z=-206.0)
02:21:11 Removed sitting beacon LorenzVec(x=-589.0, y=55.0, z=-206.0)
02:21:15 Added enderman with beacon at LorenzVec(x=-589.4247685185186, y=55.0, z=-205.37654320987656)
02:21:21 Added Nukekubi skulls at LorenzVec(x=-562.65625, y=47.96875, z=-296.25)
02:21:21 Added Nukekubi skulls at LorenzVec(x=-563.3645833333334, y=46.75, z=-299.8645833333333)
02:21:28 Added Nukekubi skulls at LorenzVec(x=-589.84375, y=56.0, z=-212.78125)
02:21:31 Added flying beacons at LorenzVec(x=-589.6145833333333, y=55.69791666666667, z=-212.65625)
02:21:32 Replaced flying beacon with sitting beacon at LorenzVec(x=-583.0, y=55.0, z=-209.0)
02:21:34 Added Nukekubi skulls at LorenzVec(x=-591.4375, y=56.03125, z=-213.75)
02:21:35 Removed sitting beacon LorenzVec(x=-583.0, y=55.0, z=-209.0)
02:21:38 Added enderman with beacon at LorenzVec(x=-591.4375, y=55.09375, z=-213.75)
02:21:39 Added flying beacons at LorenzVec(x=-591.96875, y=54.5, z=-212.9375)
02:21:40 Added Nukekubi skulls at LorenzVec(x=-592.09375, y=55.9375, z=-212.78125)
02:21:40 Replaced flying beacon with sitting beacon at LorenzVec(x=-600.0, y=55.0, z=-221.0)
02:21:43 Removed sitting beacon LorenzVec(x=-600.0, y=55.0, z=-221.0)
02:21:45 Added enderman with beacon at LorenzVec(x=-594.6458333333334, y=55.0, z=-215.60416666666666)
02:21:46 Added Nukekubi skulls at LorenzVec(x=-594.9375, y=55.9375, z=-216.40625)
02:23:30 Reset everything (world change)
02:23:30 Reset everything (world change)
02:23:30 Reset everything (world change)
02:25:11 Reset everything (world change)
02:25:11 Reset everything (world change)
02:25:11 Reset everything (world change)
02:25:12 Reset everything (world change)
02:25:12 Reset everything (world change)
02:26:02 Reset everything (world change)
02:26:02 Reset everything (world change)
02:26:03 Reset everything (world change)
02:26:28 Reset everything (world change)
02:26:29 Reset everything (world change)
02:26:29 Reset everything (world change)
02:26:29 Reset everything (world change)
02:26:29 Reset everything (world change)
02:30:00 Reset everything (world change)
02:30:01 Reset everything (world change)
02:30:01 Reset everything (world change)
